date,inverter_state,pv1_i,pv1_u,mppt_power,active_power,efficiency,a_i,b_i,c_i,a_u,b_u,c_u,ab_u,bc_u,ca_u,inv_temperature,global_tilted_irradiance,diffuse_radiation,temperature_2m,wind_speed_10m,precipitation
2024-04-01 04:00:00+00:00,3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.054001,0.0,0.0,8.054001,20.46941,3.3
2024-04-01 04:05:00+00:00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.116501,0.0,0.0,8.116501,20.427476666666667,3.0916666666666663
2024-04-01 04:10:00+00:00,3,1.615585195748494e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.179001,0.0,0.0,8.179001,20.385543333333334,2.8833333333333333
2024-04-01 04:15:00+00:00,3,1.6155842267592768e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.241501,0.0,0.0,8.241501,20.34361,2.675
2024-04-01 04:20:00+00:00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.304001,0.0,0.0,8.304001,20.301677333333334,2.4666666666666663
2024-04-01 04:25:00+00:00,3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.366501,0.0,0.0,8.366501,20.259744666666666,2.2583333333333333
2024-04-01 04:30:00+00:00,3,1.6155813201229949e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.429001,0.0,0.0,8.429001,20.217812,2.05
2024-04-01 04:35:00+00:00,3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.491501,0.0,0.0,8.491501,20.175877999999997,1.8416666666666666
2024-04-01 04:40:00+00:00,3,1.6155793826415834e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.554001,0.0,0.0,8.554001,20.133944,1.6333333333333333
2024-04-01 04:45:00+00:00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.616501,0.0,0.0,8.616501,20.09201,1.425
2024-04-01 04:50:00+00:00,3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.679001,0.0,0.0,8.679001,20.050076999999998,1.2166666666666668
2024-04-01 04:55:00+00:00,3,1.615576476833568e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.741501,0.0,0.0,8.741501,20.008144,1.0083333333333333
2024-04-01 05:00:00+00:00,3,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.804001,0.0,0.0,8.804001,19.966211,0.8
