date,inverter_state,pv1_i,pv1_u,mppt_power,active_power,efficiency,a_i,b_i,c_i,a_u,b_u,c_u,ab_u,bc_u,ca_u,inv_temperature,global_tilted_irradiance,diffuse_radiation,temperature_2m,wind_speed_10m,precipitation
2023-04-01 04:00:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.054001,0.0,0.0,13.054001,8.759178,0.0
2023-04-01 04:05:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.04566766666667,0.0,0.0,13.045667666666667,8.811550666666667,0.008333333333333333
2023-04-01 04:10:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.037334333333334,0.0,0.0,13.037334333333332,8.863923333333334,0.016666666666666666
2023-04-01 04:15:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.029001,0.0,0.0,13.029001,8.916296,0.025
2023-04-01 04:20:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.02066766666667,0.0,0.0,13.020667666666666,8.968668666666668,0.03333333333333333
2023-04-01 04:25:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.012334333333335,0.0,0.0,13.012334333333333,9.021041333333333,0.04166666666666667
2023-04-01 04:30:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,48.004001,0.0,0.0,13.004001,9.073414,0.05
2023-04-01 04:35:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.99566733333333,0.0,0.0,12.995667333333333,9.125786999999999,0.058333333333333334
2023-04-01 04:40:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.987333666666665,0.0,0.0,12.987333666666666,9.17816,0.06666666666666667
2023-04-01 04:45:00+00:00,1,3.0358499262244836e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.979,0.0,0.0,12.979,9.230533,0.075
2023-04-01 04:50:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.970666666666666,0.0,0.0,12.970666666666666,9.2829055,0.08333333333333333
2023-04-01 04:55:00+00:00,1,3.0358219900799013e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.96233333333333,0.0,0.0,12.962333333333333,9.335277999999999,0.09166666666666667
2023-04-01 05:00:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.954,0.0,0.0,12.954,9.3876505,0.1
2023-04-01 05:05:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.945667,0.0,0.0,12.945667,9.318438333333333,0.125
2023-04-01 05:10:00+00:00,1,3.0357800877535203e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.937334,0.0,0.0,12.937334,9.249226166666666,0.15
2023-04-01 05:15:00+00:00,1,3.0357661208155066e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.929001,0.0,0.0,12.929001,9.180014,0.175
2023-04-01 05:20:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.920667333333334,0.0,0.0,12.920667333333332,9.110801333333333,0.19999999999999998
2023-04-01 05:25:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.91233366666667,0.0,0.0,12.912333666666667,9.041588666666668,0.225
2023-04-01 05:30:00+00:00,1,6.071448443027481e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.903999999999996,0.0,0.0,12.904,8.972376,0.25
2023-04-01 05:35:00+00:00,1,6.071420511167791e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.89566666666667,0.0,0.0,12.895666666666667,8.903163666666668,0.2750000066666667
2023-04-01 05:40:00+00:00,1,3.035696289906081e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.88733333333333,0.0,0.0,12.887333333333332,8.833951333333333,0.3000000133333333
2023-04-01 05:45:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.879,0.0,0.0,12.879,8.764739,0.32500002
2023-04-01 05:50:00+00:00,1,3.0356683593065264e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.870666666666665,0.0,0.0,12.870666666666667,8.695526666666668,0.35000001333333336
2023-04-01 05:55:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.86233333333333,0.0,0.0,12.862333333333332,8.626314333333333,0.37500000666666666
2023-04-01 06:00:00+00:00,1,3.0356404297150405e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.854,0.0,0.0,12.854,8.557102,0.4
2023-04-01 06:05:00+00:00,1,0.0021500009164747576,304.7652086388139,0.0006552454778830706,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.845666666666666,0.25,0.25,12.845666666666666,8.462476,0.43333333333333335
2023-04-01 06:10:00+00:00,1,0.004302121461320982,317.6091599070391,0.0013663931831482006,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.83733333333333,0.5,0.5,12.837333333333333,8.36785,0.4666666666666667
2023-04-01 06:15:00+00:00,1,0.006454448211779441,325.13600116804764,0.0020985734813242234,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.829,0.75,0.75,12.829,8.273224,0.5
2023-04-01 06:20:00+00:00,1,0.008606791661143299,330.4824171285527,0.002844393311896509,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.82066666666667,1.0,1.0,12.820666666666668,8.178598000000001,0.5333333333333333
2023-04-01 06:25:00+00:00,1,0.010759089336937503,334.6328594429473,0.00360034482982152,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.812333333333335,1.25,1.25,12.812333333333333,8.083972000000001,0.5666666666666667
2023-04-01 06:30:00+00:00,1,0.012911315028019532,338.026237712094,0.004364363242837062,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.804,1.5,1.5,12.804,7.989346,0.6
2023-04-01 06:35:00+00:00,1,0.015063456647888185,340.8968418779344,0.005135084799030258,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.79566633333333,1.75,1.75,12.795666333333333,7.89472,0.6333333333333333
2023-04-01 06:40:00+00:00,1,0.017227402952013058,343.39737010857556,0.005915844867521994,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.78733266666667,2.0,2.0,12.787332666666668,7.800094,0.6666666666666666
2023-04-01 06:45:00+00:00,1,0.0193870481049886,345.5984798682771,0.006700134354217222,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.778999,2.25,2.25,12.778999,7.705468,0.7
2023-04-01 06:50:00+00:00,1,0.02154281150239149,347.56427988142184,0.007487511766449911,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.770666,2.5,2.5,12.770666,7.610842,0.7333333333333333
2023-04-01 06:55:00+00:00,1,0.02369775062258664,349.3423725623962,0.008278628426886417,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.762333,2.75,2.75,12.762333,7.516216,0.7666666666666667
2023-04-01 07:00:00+00:00,1,0.025852238740916196,350.965739167401,0.009073250078837773,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.754,3.0,3.0,12.754,7.42159,0.8
2023-04-01 07:05:00+00:00,1,0.046711013387874346,361.7972452819859,0.016899915968062902,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,47.778999999999996,5.416666666666666,5.416666666666666,12.779,7.4772902666666665,0.7583333333333334
2023-04-01 07:10:00+00:00,1,0.06759082630710331,368.49925152819543,0.024907168904339833,0.004954280635640662,19.890982610943897,0.007150888146570216,0.007150888146570216,0.007150888146570216,230,230,230,400,400,400,47.804,7.833333333333333,7.833333333333333,12.804,7.532990533333334,0.7166666666666667
2023-04-01 07:15:00+00:00,1,0.08848745320544116,373.3384522512083,0.03303576882337062,0.012693159503801212,38.422473445877976,0.018320997640966216,0.018320997640966216,0.018320997640966216,230,230,230,400,400,400,47.829,10.25,10.25,12.829,7.5886908,0.675
2023-04-01 07:20:00+00:00,1,0.10939767022964278,377.1117647014523,0.04125514847452812,0.02060498182492586,49.94523735055239,0.02974072950817073,0.02974072950817073,0.02974072950817073,230,230,230,400,400,400,47.854,12.666666666666666,12.666666666666666,12.854000000000001,7.6443911,0.6333333333333334
2023-04-01 07:25:00+00:00,1,0.13031903507066767,380.1938012874683,0.04954648932363204,0.028641930812004304,57.8081942898486,0.041341066161053305,0.041341066161053305,0.041341066161053305,230,230,230,400,400,400,47.879,15.083333333333332,15.083333333333332,12.879,7.7000914,0.5916666666666667
2023-04-01 07:30:00+00:00,1,0.15124969903600985,382.79094522236176,0.05789701525859195,0.03677526904777233,63.51841953081486,0.05308052871063067,0.05308052871063067,0.05308052871063067,230,230,230,400,400,400,47.903999999999996,17.5,17.5,12.904,7.7557917,0.55
2023-04-01 07:35:00+00:00,1,0.17218825734497323,385.02909974871756,0.06629748971283556,0.04498603154416208,67.85480376258128,0.06493174355448744,0.06493174355448744,0.06493174355448744,230,230,230,400,400,400,47.929,19.916666666666668,19.916666666666668,12.929,7.811491999999999,0.5083333333333333
2023-04-01 07:40:00+00:00,1,0.1931336347798657,386.9907708742772,0.07474093420521133,0.05326087027640326,71.26064296997995,0.0768754444783879,0.0768754444783879,0.0768754444783879,230,230,230,400,400,400,47.954,22.333333333333332,22.333333333333332,12.953999999999999,7.8671923,0.4666666666666667
2023-04-01 07:45:00+00:00,1,0.21408500813001485,388.73296874799587,0.0832219007748195,0.061589939880705914,74.00688918095611,0.08889742092374607,0.08889742092374607,0.08889742092374607,230,230,230,400,400,400,47.979,24.75,24.75,12.979,7.9228926,0.425
2023-04-01 07:50:00+00:00,1,0.23504174341775494,390.29674268765694,0.09173602685157779,0.06996571422473054,76.26852462002738,0.1009868098542315,0.1009868098542315,0.1009868098542315,230,230,230,400,400,400,48.00400033333333,27.166666666666668,27.166666666666668,13.004000333333332,7.9785929,0.3833333333333333
2023-04-01 07:55:00+00:00,1,0.256003356180008,391.71262963170636,0.10027974784381329,0.07838227732227311,78.1636162910524,0.1131350722792757,0.1131350722792757,0.1131350722792757,230,230,230,400,400,400,48.02900066666667,29.583333333333332,29.583333333333332,13.029000666666667,8.0342932,0.3416666666666667
2023-04-01 08:00:00+00:00,1,0.2769694719516515,393.0039704083679,0.10885010215890811,0.08683487180060614,79.77472696703364,0.12533534152281653,0.12533534152281653,0.12533534152281653,230,230,230,400,400,400,48.054001,32.0,32.0,13.054001,8.0899935,0.3
2023-04-01 08:05:00+00:00,1,0.3271390694903699,395.7130405582227,0.129453195873422,0.10718455964336118,82.79792470180894,0.1547075859076652,0.1547075859076652,0.1547075859076652,230,230,230,400,400,400,48.104000666666664,38.416666666666664,37.75,13.104000666666666,8.281679333333333,0.2916666666666667
2023-04-01 08:10:00+00:00,1,0.37738637704801625,397.9862861533687,0.1501946026462149,0.12770499953051842,85.0263573261211,0.1843262896395146,0.1843262896395146,0.1843262896395146,230,230,230,400,400,400,48.154000333333336,44.833333333333336,43.5,13.154000333333334,8.473365166666667,0.2833333333333333
2023-04-01 08:15:00+00:00,1,0.42770457848388377,399.9332142385933,0.17105326681762234,0.14836674539853534,86.737159809245,0.2141489509865826,0.2141489509865826,0.2141489509865826,230,230,230,400,400,400,48.204,51.25,49.25,13.204,8.665051,0.275
2023-04-01 08:20:00+00:00,1,0.47808790949648455,401.6269005941948,0.19201296530263104,0.1691479863523751,88.0919609182544,0.2441440886335673,0.2441440886335673,0.2441440886335673,230,230,230,400,400,400,48.254,57.666666666666664,55.0,13.254,8.856737333333333,0.26666666666666666
2023-04-01 08:25:00+00:00,1,0.5285315039105547,403.11854039277523,0.21306084840802114,0.19003196566888939,89.19140568940644,0.27428751633391757,0.27428751633391757,0.27428751633391757,230,230,230,400,400,400,48.304,64.08333333333333,60.75,13.304,9.048423666666666,0.25833333333333336
2023-04-01 08:30:00+00:00,1,0.5790312453179481,404.4453985443482,0.2341865227822478,0.21100545142937638,90.10144944402897,0.30456013545807237,0.30456013545807237,0.30456013545807237,230,230,230,400,400,400,48.354,70.5,66.5,13.354,9.24011,0.25
2023-04-01 08:35:00+00:00,1,0.6295836630578522,405.63543721147,0.25538144442567073,0.23205777354659016,90.86712390889112,0.33494654506167265,0.33494654506167265,0.33494654506167265,230,230,230,400,400,400,48.403999999999996,76.91666666666667,72.25,13.404,9.431796,0.24166667
2023-04-01 08:40:00+00:00,1,0.680185832791786,406.7101751407512,0.276638499183005,0.2531801845093549,91.52022775465838,0.36543411919988794,0.36543411919988794,0.36543411919988794,230,230,230,400,400,400,48.454,83.33333333333333,78.0,13.453999999999999,9.623482,0.23333334
2023-04-01 08:45:00+00:00,1,0.7308353058809257,407.6865197131145,0.29795170233806406,0.2743654183589175,92.08385661365178,0.39601237036461323,0.39601237036461323,0.39601237036461323,230,230,230,400,400,400,48.504,89.75,83.75,13.504,9.815168,0.22500001
