date,inverter_state,pv1_i,pv1_u,mppt_power,active_power,efficiency,a_i,b_i,c_i,a_u,b_u,c_u,ab_u,bc_u,ca_u,inv_temperature,global_tilted_irradiance,diffuse_radiation,temperature_2m,wind_speed_10m,precipitation
2024-04-01 04:00:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.054001,0.0,0.0,8.054001,20.46941,3.3
2024-04-01 04:05:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.116501,0.0,0.0,8.116501,20.427476666666667,3.0916666666666663
2024-04-01 04:10:00+00:00,1,1.5935185188166994e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.179001,0.0,0.0,8.179001,20.385543333333334,2.8833333333333333
2024-04-01 04:15:00+00:00,1,1.6023459648470726e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.241501,0.0,0.0,8.241501,20.34361,2.675
2024-04-01 04:20:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.304001,0.0,0.0,8.304001,20.301677333333334,2.4666666666666663
2024-04-01 04:25:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.366501,0.0,0.0,8.366501,20.259744666666666,2.2583333333333333
2024-04-01 04:30:00+00:00,1,1.6127270413787912e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.429001,0.0,0.0,8.429001,20.217812,2.05
2024-04-01 04:35:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.491501,0.0,0.0,8.491501,20.175877999999997,1.8416666666666666
2024-04-01 04:40:00+00:00,1,1.6139715467587395e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.554001,0.0,0.0,8.554001,20.133944,1.6333333333333333
2024-04-01 04:45:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.616501,0.0,0.0,8.616501,20.09201,1.425
2024-04-01 04:50:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.679001,0.0,0.0,8.679001,20.050076999999998,1.2166666666666668
2024-04-01 04:55:00+00:00,1,1.6139715467587395e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.741501,0.0,0.0,8.741501,20.008144,1.0083333333333333
2024-04-01 05:00:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.804001,0.0,0.0,8.804001,19.966211,0.8
2024-04-01 05:05:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.79566766666667,0.0,0.0,8.795667666666667,19.492192333333335,0.9333333333333333
2024-04-01 05:10:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.787334333333334,0.0,0.0,8.787334333333332,19.018173666666666,1.0666666666666667
2024-04-01 05:15:00+00:00,1,3.227943093517479e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.779001,0.0,0.0,8.779001,18.544155,1.2
2024-04-01 05:20:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.77066766666667,0.0,0.0,8.770667666666666,18.070135666666665,1.3333333333333333
2024-04-01 05:25:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.762334333333335,0.0,0.0,8.762334333333333,17.596116333333335,1.4666666666666668
2024-04-01 05:30:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.754001,0.0,0.0,8.754001,17.122097,1.6
2024-04-01 05:35:00+00:00,1,1.6139715467587395e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.74566733333333,0.0,0.0,8.745667333333333,16.648077999999998,1.7333333333333334
2024-04-01 05:40:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.737333666666665,0.0,0.0,8.737333666666666,16.174059,1.8666666666666667
2024-04-01 05:45:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.729,0.0,0.0,8.729,15.70004,2.0
2024-04-01 05:50:00+00:00,1,3.227943093517479e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.720666666666666,0.0,0.0,8.720666666666666,15.226021,2.1333333333333333
2024-04-01 05:55:00+00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.71233333333333,0.0,0.0,8.712333333333333,14.752002000000001,2.2666666666666666
2024-04-01 06:00:00+00:00,1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,230,230,230,400,400,400,43.704,0.0,0.0,8.704,14.277983,2.4
